Car_name,Year,Distance,Fuel_type,Drive,Price
Hyundai Verna 1.6,2017,76409,DIESEL,AUTOMATIC,794000
Hyundai Creta SX,2017,79624,DIESEL,AUTOMATIC,1021000
Tata TIGOR XM,2022,23966,CNG,MANUAL,756000
Mahindra TUV300 T8,2017,91944,DIESEL,MANUAL,696000
Maruti Ritz VXI,2011,71841,PETROL,MANUAL,266000
Honda Brio S,2014,32184,PETROL,MANUAL,385000
Maruti New Wagon-R,2023,2896,PETROL,MANUAL,731000
Mahindra XUV500 W5,2019,56122,DIESEL,MANUAL,1081000
Hyundai NEW SANTRO,2022,5485,PETROL,MANUAL,532000
Ford Ecosport TITANIUM,2019,72477,DIESEL,MANUAL,786000
Renault Kwid RXL,2021,10138,PETROL,AUTOMATIC,450000
Volkswagen Polo HIGHLINE1.2L,2017,100853,PETROL,MANUAL,552000
Hyundai Grand i10,2016,47372,PETROL,MANUAL,495000
Hyundai i10 SPORTZ,2013,107713,PETROL,MANUAL,282000
Hyundai Elite i20,2018,62247,PETROL,MANUAL,449000
Hyundai Elite i20,2017,114973,PETROL,MANUAL,511000
Hyundai Grand i10,2017,53735,PETROL,MANUAL,501999
Skoda Rapid STYLE,2017,75337,DIESEL,AUTOMATIC,924000
Hyundai Xcent S,2016,43610,PETROL,MANUAL,503000
Renault TRIBER RXZ,2019,57464,PETROL,MANUAL,610000
Renault Kwid RXT,2023,7559,PETROL,MANUAL,448000
Maruti Wagon R,2016,45793,PETROL,AUTOMATIC,372000
Hyundai GRAND I10,2020,14274,PETROL,AUTOMATIC,738000
Toyota Glanza G,2019,62547,PETROL,MANUAL,697000
Hyundai Grand i10,2015,87658,PETROL,MANUAL,373000
Honda Brio VX,2015,14489,PETROL,MANUAL,356000
Hyundai Elite i20,2016,97157,PETROL,MANUAL,493000
Tata TIGOR XZ,2022,24939,CNG,MANUAL,791000
Renault Duster RXS,2018,39708,PETROL,AUTOMATIC,612000
Honda Amaze 1.2L,2019,24517,PETROL,MANUAL,711000
Maruti Celerio VXI,2015,96309,PETROL,MANUAL,390000
Ford Ecosport TITANIUM,2018,48498,PETROL,MANUAL,799000
Hyundai Grand i10,2019,45680,PETROL,MANUAL,522000
Maruti Celerio VXI,2014,66046,PETROL,MANUAL,310000
Maruti Baleno ALPHA,2017,51814,PETROL,MANUAL,696000
Maruti IGNIS SIGMA,2021,44980,PETROL,MANUAL,474000
KIA SONET HTK,2022,12265,PETROL,MANUAL,941000
Renault Kwid CLIMBER,2021,23214,PETROL,AUTOMATIC,459999
Tata ALTROZ XZ,2021,57765,DIESEL,MANUAL,823000
Skoda SLAVIA STYLE,2022,4698,PETROL,AUTOMATIC,1753000
Hyundai Grand i10,2015,47227,PETROL,MANUAL,466000
Honda City 1.5L,2019,68238,PETROL,MANUAL,825000
Hyundai Creta SX,2016,92375,PETROL,AUTOMATIC,878999
Hyundai Creta SX,2016,88568,PETROL,AUTOMATIC,911999
Renault Duster 85,2015,57783,DIESEL,MANUAL,607000
Hyundai VENUE SX,2019,53350,PETROL,AUTOMATIC,985000
Maruti Celerio VXI,2020,31405,CNG,MANUAL,536000
Maruti Dzire VXI,2018,20787,PETROL,MANUAL,611000
Volkswagen Vento HIGHLINE,2020,68303,PETROL,MANUAL,984000
Maruti Eeco 5,2018,63984,PETROL,MANUAL,405999
Hyundai Eon MAGNA,2014,59335,PETROL,MANUAL,283000
Honda WR-V 1.5L,2018,51837,DIESEL,MANUAL,476000
Maruti Baleno ZETA,2020,63091,PETROL,MANUAL,673000
Tata Tiago XT,2017,43937,PETROL,MANUAL,377000
Maruti Baleno ALPHA,2017,78186,PETROL,MANUAL,577000
Maruti Alto K10,2011,99753,PETROL,MANUAL,192000
Maruti Celerio X,2018,98290,PETROL,AUTOMATIC,355000
Hyundai i10 SPORTZ,2012,36577,PETROL,MANUAL,350000
KIA CARENS LUXURY,2022,15145,PETROL,MANUAL,1792000
Maruti Wagon R,2014,60813,PETROL,MANUAL,326000
Renault TRIBER RXT,2021,60402,PETROL,MANUAL,569000
Honda BR-V 1.5L,2016,83399,PETROL,AUTOMATIC,788000
Maruti Baleno DELTA,2017,100988,PETROL,MANUAL,484000
Tata Tiago XZ,2022,26378,CNG,MANUAL,768000
Hyundai i10 MAGNA,2015,67527,PETROL,MANUAL,315000
Maruti Alto 800,2019,24094,PETROL,MANUAL,296000
Hyundai Xcent S,2018,81123,PETROL,MANUAL,513999
Maruti Wagon R,2013,55229,PETROL,MANUAL,305000
Tata NEXON XM,2022,13536,PETROL,MANUAL,875000
Nissan MAGNITE XL,2021,21307,PETROL,MANUAL,626000
Maruti Celerio ZXI,2019,69332,PETROL,MANUAL,484000
Maruti Swift LXI,2018,63603,PETROL,MANUAL,476999
Hyundai Creta E,2019,49869,PETROL,MANUAL,664000
Datsun Redi Go,2017,52374,PETROL,MANUAL,216000
Hyundai Grand i10,2017,60443,PETROL,MANUAL,441000
Nissan Micra XV,2015,63502,PETROL,AUTOMATIC,250000
Honda Jazz 1.2L,2016,55386,PETROL,MANUAL,508000
Maruti Ertiga ZXI+,2022,21894,PETROL,AUTOMATIC,1129000
Hyundai NEW SANTRO,2018,35878,PETROL,MANUAL,401999
Nissan MAGNITE XV,2021,37843,PETROL,MANUAL,809000
Ford Ecosport TITANIUM,2020,62308,PETROL,AUTOMATIC,928999
Tata NEXON XZA,2022,28630,PETROL,AUTOMATIC,1021000
Renault TRIBER RXZ,2021,36518,PETROL,MANUAL,694000
Hyundai Grand i10,2014,75901,PETROL,MANUAL,307000
Mahindra XUV500 W10,2018,89608,DIESEL,AUTOMATIC,1050000
Hyundai Verna 1.6,2018,117994,DIESEL,MANUAL,760000
Volkswagen Vento TRENDLINE,2010,71366,PETROL,MANUAL,314000
Maruti Swift VXI,2016,52530,PETROL,MANUAL,493000
Maruti Dzire VXI,2017,61945,PETROL,MANUAL,538000
Honda WR-V 1.2L,2019,20691,PETROL,MANUAL,721000
Hyundai Grand i10,2018,48758,PETROL,AUTOMATIC,556000
Hyundai AURA SX,2020,14593,PETROL,MANUAL,680000
Renault Duster 110,2014,64937,DIESEL,MANUAL,648000
Hyundai Grand i10,2017,24376,PETROL,MANUAL,479000
Maruti S PRESSO,2019,14965,PETROL,MANUAL,356000
Maruti Ciaz ALPHA,2020,54797,PETROL,MANUAL,792000
Maruti Ciaz ALPHA,2017,93015,PETROL,MANUAL,620000
Hyundai NEW SANTRO,2019,49352,PETROL,MANUAL,476000
Hyundai Grand i10,2017,52543,PETROL,AUTOMATIC,518000
Renault Kwid RXL,2021,28286,PETROL,AUTOMATIC,441000
Hyundai NEW SANTRO,2019,62309,PETROL,MANUAL,473000
Tata NEXON XZ,2021,48910,DIESEL,MANUAL,1063000
Hyundai Grand i10,2015,23376,PETROL,MANUAL,374000
Maruti New Wagon-R,2019,57486,PETROL,MANUAL,457000
Maruti Ritz VDI,2012,99869,DIESEL,MANUAL,311000
Volkswagen Vento HIGHLINE,2016,124031,PETROL,MANUAL,543000
Maruti S PRESSO,2020,476,PETROL,MANUAL,436000
Maruti Swift VXI,2021,35510,PETROL,AUTOMATIC,661000
Hyundai Eon MAGNA,2013,96545,PETROL,MANUAL,171000
Tata Tiago XZA,2018,38691,PETROL,AUTOMATIC,504000
Datsun Redi Go,2020,11300,PETROL,MANUAL,331000
Maruti Celerio ZXI,2019,68070,PETROL,MANUAL,492000
Hyundai Elite i20,2016,57240,PETROL,MANUAL,494000
Maruti Ritz VDI,2014,92122,DIESEL,MANUAL,349000
Maruti Alto K10,2015,93670,PETROL,MANUAL,238000
Maruti Swift VXI,2011,57362,PETROL,MANUAL,291000
Maruti Dzire ZXI,2018,50746,PETROL,AUTOMATIC,682000
Hyundai Elite i20,2016,98208,PETROL,MANUAL,572000
Renault TRIBER RXL,2021,42964,PETROL,MANUAL,528000
Honda City 1.5L,2017,38411,PETROL,MANUAL,715000
Maruti Alto K10,2016,64611,PETROL,AUTOMATIC,256999
Maruti S Cross,2015,95189,DIESEL,MANUAL,625000
Hyundai Verna 1.6,2016,65882,PETROL,AUTOMATIC,542000
Honda Amaze 1.5L,2018,133996,DIESEL,MANUAL,558000
Maruti New Wagon-R,2022,8709,CNG,MANUAL,664000
Tata Tiago XZ,2022,16803,CNG,MANUAL,638000
Hyundai i10 MAGNA,2011,59147,PETROL,MANUAL,229000
Maruti IGNIS DELTA,2018,88732,PETROL,MANUAL,409999
Honda City 1.5L,2012,52804,PETROL,MANUAL,292000
Honda Amaze 1.2L,2019,28159,PETROL,MANUAL,633000
Toyota YARIS VX,2018,30443,PETROL,MANUAL,783000
Maruti Ciaz VXI,2016,123772,PETROL,MANUAL,483000
Renault TRIBER RXZ,2021,24190,PETROL,AUTOMATIC,757000
Hyundai Verna 1.6,2018,52146,PETROL,MANUAL,742000
Volkswagen Vento HIGHLINE,2016,112737,DIESEL,AUTOMATIC,586000
Maruti Baleno ALPHA,2022,3102,PETROL,AUTOMATIC,976000
Hyundai Creta SX,2017,98397,PETROL,MANUAL,806000
Tata Tiago XT,2021,28282,PETROL,MANUAL,580000
Honda City 1.5L,2017,40742,PETROL,AUTOMATIC,944000
Honda City 1.5L,2015,93808,DIESEL,MANUAL,582000
Mahindra Bolero B6,2023,10364,DIESEL,MANUAL,986999
Hyundai Creta SX,2021,25879,DIESEL,MANUAL,1493000
Hyundai Elite i20,2016,36174,PETROL,MANUAL,700000
KIA SELTOS HTK,2022,28803,PETROL,MANUAL,1277000
Maruti New Wagon-R,2022,12195,PETROL,MANUAL,582000
Maruti Baleno ZETA,2016,67127,PETROL,AUTOMATIC,562000
Maruti Dzire ZXI,2017,105779,PETROL,AUTOMATIC,661000
Maruti Swift VXI,2013,62798,PETROL,MANUAL,346000
Maruti Wagon R,2012,92651,PETROL,MANUAL,239000
Hyundai Elite i20,2015,60958,PETROL,MANUAL,458000
Honda WR-V 1.5L,2017,66165,DIESEL,MANUAL,807000
Renault Kwid RXT,2020,4478,PETROL,MANUAL,366000
Honda Jazz 1.2L,2015,97979,PETROL,MANUAL,520000
Hyundai Grand i10,2016,49812,PETROL,AUTOMATIC,507000
Volkswagen Polo COMFORTLINE,2020,26754,PETROL,MANUAL,572000
Maruti Wagon R,2018,41068,PETROL,MANUAL,348000
Tata NEXON XZ,2018,13012,PETROL,MANUAL,839000
Hyundai NEW SANTRO,2019,68216,PETROL,MANUAL,469000
Hyundai NEW I20,2021,19180,PETROL,AUTOMATIC,898000
Maruti S PRESSO,2020,66068,PETROL,AUTOMATIC,411000
Honda Amaze 1.2L,2018,42710,PETROL,MANUAL,526000
Maruti New Wagon-R,2023,12684,CNG,MANUAL,648000
Maruti Alto 800,2017,47770,PETROL,MANUAL,283000
Maruti Vitara Brezza,2016,102284,DIESEL,MANUAL,630000
Hyundai Grand i10,2014,77767,PETROL,MANUAL,401999
Hyundai NEW I20,2021,32537,PETROL,AUTOMATIC,819000
Maruti Swift Dzire,2013,70963,PETROL,MANUAL,451000
Hyundai Elite i20,2018,41222,PETROL,AUTOMATIC,649000
Maruti Baleno ALPHA,2017,65806,PETROL,MANUAL,534000
Honda WR-V 1.2L,2017,79390,PETROL,MANUAL,612000
Maruti Swift VXI,2012,89589,PETROL,MANUAL,287000
Hyundai VENUE S,2021,19414,PETROL,MANUAL,785000
Datsun Redi Go,2018,8510,PETROL,AUTOMATIC,300000
Nissan Micra XV,2017,60449,PETROL,AUTOMATIC,492000
Maruti Alto K10,2011,83452,PETROL,MANUAL,166000
Maruti Wagon R,2018,28333,PETROL,MANUAL,385000
Maruti Wagon R,2015,27184,PETROL,MANUAL,405000
Hyundai NEW I20,2021,29714,PETROL,MANUAL,655000
Renault Kwid CLIMBER,2017,56393,PETROL,MANUAL,236000
Hyundai Grand i10,2017,83808,PETROL,MANUAL,531000
Tata Tiago XZA,2021,34270,PETROL,AUTOMATIC,616000
Maruti Swift LXI,2020,29891,PETROL,MANUAL,516000
Hyundai Grand i10,2015,33933,PETROL,MANUAL,393000
Maruti Alto 800,2012,47043,PETROL,MANUAL,210000
Mahindra Thar LX,2021,41473,PETROL,AUTOMATIC,1350000
Toyota URBAN CRUISER,2022,29494,PETROL,AUTOMATIC,1152000
Hyundai Verna S,2021,44101,PETROL,MANUAL,903999
Renault TRIBER RXL,2022,24617,PETROL,MANUAL,651000
Hyundai Elite i20,2018,62398,PETROL,MANUAL,479000
Hyundai Elite i20,2016,71380,PETROL,MANUAL,503000
Hyundai Creta SX,2017,90972,PETROL,AUTOMATIC,831000
Ford Ecosport TREND+,2018,65033,DIESEL,MANUAL,678000
Maruti Wagon R,2014,87732,PETROL,MANUAL,326000
Maruti Swift VDI,2013,97837,DIESEL,MANUAL,433000
Hyundai Verna FLUIDIC,2011,76979,PETROL,MANUAL,289000
Hyundai Elite i20,2015,68640,PETROL,MANUAL,484000
Maruti Alto K10,2023,14943,PETROL,MANUAL,480999
Maruti Dzire ZXI,2018,66973,PETROL,MANUAL,646000
Ford Ecosport TITANIUM,2018,98725,DIESEL,MANUAL,765000
Mahindra XUV500 W10,2017,91133,DIESEL,AUTOMATIC,918000
Maruti Wagon R,2015,48882,CNG,MANUAL,351000
Hyundai Elite i20,2016,56958,CNG,MANUAL,591000
Hyundai Verna 1.6,2018,98452,PETROL,MANUAL,797000
Renault TRIBER RXE,2021,28929,PETROL,MANUAL,565000
Honda Brio S,2014,87590,PETROL,MANUAL,394000
Datsun Redi Go,2019,15881,PETROL,MANUAL,285000
Hyundai Elite i20,2018,109383,PETROL,MANUAL,540000
Hyundai GRAND I10,2019,39597,PETROL,AUTOMATIC,582000
Honda Jazz 1.2L,2016,39004,PETROL,AUTOMATIC,556000
Honda Amaze 1.2L,2020,35474,PETROL,AUTOMATIC,638000
Tata Tiago XZA,2021,20958,PETROL,AUTOMATIC,612000
Tata Tiago XZ,2018,36007,CNG,MANUAL,476000
Renault TRIBER RXZ,2022,39462,PETROL,MANUAL,751000
Tata NEXON XZ,2022,30719,PETROL,MANUAL,902000
Hyundai Elite i20,2018,50068,PETROL,MANUAL,733000
Hyundai Verna 1.6,2018,44295,PETROL,MANUAL,808000
Maruti Celerio ZXI,2022,5906,PETROL,MANUAL,597000
Hyundai Verna 1.6,2017,66501,DIESEL,MANUAL,848000
KIA SELTOS GTX,2021,30378,PETROL,AUTOMATIC,1730999
Maruti Swift VXI,2010,90917,PETROL,MANUAL,254000
Maruti IGNIS DELTA,2017,75884,PETROL,MANUAL,408000
Maruti Alto 800,2016,45935,PETROL,MANUAL,250999
Maruti Wagon R,2012,49852,PETROL,MANUAL,310000
Maruti Alto 800,2015,39213,PETROL,MANUAL,238000
Maruti Swift VXI,2023,9359,PETROL,MANUAL,707000
Hyundai Verna FLUIDIC,2013,74168,DIESEL,MANUAL,458000
Mahindra Thar LX,2021,54460,PETROL,AUTOMATIC,1466000
Hyundai NEW SANTRO,2019,66483,PETROL,AUTOMATIC,513999
Honda City 1.5L,2021,26669,PETROL,AUTOMATIC,989000
Honda City 1.5L,2015,88569,DIESEL,MANUAL,499000
Maruti Alto K10,2016,58850,PETROL,MANUAL,275000
Hyundai i20 SPORTZ,2012,94940,DIESEL,MANUAL,408000
Tata ALTROZ XT,2020,49991,PETROL,MANUAL,704000
Tata NEXON XZA,2018,84593,DIESEL,AUTOMATIC,663000
Maruti IGNIS SIGMA,2018,84196,PETROL,MANUAL,375000
Hyundai NEW SANTRO,2019,40178,PETROL,AUTOMATIC,527000
Maruti Ertiga ZXI,2022,29126,PETROL,AUTOMATIC,1306000
Maruti Swift LXI,2015,43471,PETROL,MANUAL,370000
Hyundai VENUE SX,2020,65341,PETROL,MANUAL,861000
Hyundai NEW SANTRO,2018,58377,PETROL,MANUAL,501000
Hyundai Elite i20,2018,75355,DIESEL,MANUAL,716000
Renault TRIBER RXL,2023,6791,PETROL,MANUAL,683000
Maruti Swift ZXI,2019,34142,PETROL,AUTOMATIC,665000
Maruti Vitara Brezza,2016,113722,DIESEL,MANUAL,508000
Honda Amaze 1.5L,2021,96724,DIESEL,MANUAL,667000
Tata NEXON XM,2018,73783,PETROL,MANUAL,576000
KIA SELTOS HTX,2020,57356,DIESEL,MANUAL,1219000
Hyundai i10 SPORTZ,2011,47500,PETROL,MANUAL,326000
Nissan MAGNITE XE,2021,44236,PETROL,MANUAL,535000
Maruti Swift VDI,2013,120157,DIESEL,MANUAL,457000
Maruti Ciaz DELTA,2018,94942,CNG,MANUAL,623000
Hyundai Creta SX,2021,50859,DIESEL,AUTOMATIC,1648000
Hyundai NEW SANTRO,2019,33336,PETROL,AUTOMATIC,499000
Maruti Ritz VXI,2012,95343,PETROL,MANUAL,193000
Honda City 1.5L,2014,62816,PETROL,MANUAL,438999
Renault Kwid RXT,2022,20654,PETROL,AUTOMATIC,595000
Mahindra XUV300 W4,2020,19881,PETROL,MANUAL,836000
Maruti Celerio ZXI,2022,5444,PETROL,MANUAL,618000
Renault Kwid CLIMBER,2020,4141,PETROL,AUTOMATIC,480000
Tata TIGOR XZ,2020,32588,PETROL,MANUAL,568000
Maruti Vitara Brezza,2016,70029,DIESEL,MANUAL,728000
Honda Jazz 1.2L,2016,80057,PETROL,MANUAL,367000
Hyundai Grand i10,2013,85603,PETROL,MANUAL,441000
Hyundai Verna 1.6,2019,69173,PETROL,MANUAL,813000
Volkswagen Polo TRENDLINE,2015,58651,PETROL,MANUAL,438000
Renault Kwid RXT,2019,12443,PETROL,AUTOMATIC,429000
Honda City 1.5L,2017,98347,PETROL,MANUAL,647000
Maruti Swift VXI,2023,11603,PETROL,AUTOMATIC,726000
Honda Amaze 1.2L,2013,65355,PETROL,MANUAL,399000
Hyundai Elite i20,2018,32110,PETROL,MANUAL,716000
Hyundai GRAND I10,2021,22785,PETROL,MANUAL,593000
Honda Amaze 1.2L,2020,21859,PETROL,AUTOMATIC,771000
Maruti Wagon R,2012,63196,PETROL,MANUAL,310000
Hyundai NEW SANTRO,2019,69189,CNG,MANUAL,513000
Maruti New Wagon-R,2019,9821,PETROL,MANUAL,498000
Maruti Vitara Brezza,2019,68304,DIESEL,MANUAL,786000
Maruti Baleno DELTA,2019,33410,PETROL,MANUAL,570000
Maruti Alto K10,2011,50057,PETROL,MANUAL,198000
Renault Kwid CLIMBER,2019,23365,PETROL,AUTOMATIC,424000
Renault TRIBER RXL,2022,36693,PETROL,MANUAL,688000
Honda WR-V 1.5L,2017,93129,DIESEL,MANUAL,718000
Maruti New Wagon-R,2020,41217,CNG,MANUAL,554000
Tata ALTROZ XZ,2020,32908,PETROL,MANUAL,733000
Hyundai Elite i20,2015,87488,PETROL,MANUAL,554000
Hyundai Creta E,2017,92136,PETROL,MANUAL,671000
Maruti Celerio ZXI,2021,31540,PETROL,MANUAL,552000
Hyundai VENUE SX,2019,59996,PETROL,AUTOMATIC,916000
Maruti New Wagon-R,2023,12621,PETROL,AUTOMATIC,713000
Hyundai NEW SANTRO,2019,70102,PETROL,MANUAL,429000
Maruti Ciaz ALPHA,2018,32480,PETROL,MANUAL,761000
Skoda Rapid STYLE,2021,40703,PETROL,AUTOMATIC,1017000
Maruti Swift ZXI,2012,55346,PETROL,MANUAL,328000
Tata Tiago XZA,2022,5579,PETROL,AUTOMATIC,699000
Ford Ecosport TITANIUM,2018,73428,PETROL,MANUAL,688000
Hyundai Eon D-LITE+,2015,32861,PETROL,MANUAL,244000
Mahindra XUV300 W8,2019,68467,DIESEL,MANUAL,919000
Volkswagen Polo TRENDLINE,2021,20595,PETROL,MANUAL,543000
Honda City 1.5L,2013,80923,PETROL,AUTOMATIC,392000
Hyundai Elite i20,2019,51307,PETROL,MANUAL,658000
Tata Tiago XZ,2016,86034,PETROL,MANUAL,381000
Maruti Wagon R,2016,85873,PETROL,AUTOMATIC,391000
Hyundai Elite i20,2014,52966,PETROL,MANUAL,420000
Maruti Swift VXI,2019,60993,PETROL,MANUAL,536000
Maruti S PRESSO,2020,10545,PETROL,MANUAL,411000
Toyota Glanza S,2022,57248,PETROL,MANUAL,731000
Hyundai i20 ASTA,2010,103530,PETROL,MANUAL,290000
Maruti IGNIS SIGMA,2021,37610,PETROL,MANUAL,501999
Tata Tiago XZ,2020,24993,PETROL,MANUAL,607000
Maruti Swift Dzire,2014,92893,DIESEL,MANUAL,470000
Maruti S PRESSO,2021,17832,CNG,MANUAL,480000
Hyundai Creta SX,2019,60004,DIESEL,MANUAL,1001000
Mahindra XUV500 W9,2019,86802,DIESEL,AUTOMATIC,1412000
Tata NEXON XM,2017,31230,PETROL,MANUAL,571000
Tata Harrier XZ,2019,72524,DIESEL,MANUAL,1015000
Nissan Micra XV,2018,24353,PETROL,AUTOMATIC,474000
Maruti S PRESSO,2020,5694,PETROL,AUTOMATIC,429000
Hyundai Elite i20,2016,48980,PETROL,MANUAL,501999
Hyundai Grand i10,2014,45524,PETROL,MANUAL,395000
Maruti Swift Dzire,2014,93374,PETROL,MANUAL,433000
Honda Amaze 1.2L,2022,13182,PETROL,AUTOMATIC,864000
Maruti Vitara Brezza,2020,74600,PETROL,MANUAL,803999
Maruti Celerio ZXI,2015,40715,PETROL,AUTOMATIC,405000
Honda City 1.5L,2018,81479,PETROL,AUTOMATIC,731000
Tata Tiago XT,2022,37750,CNG,MANUAL,634000
Mahindra KUV 100,2017,48005,PETROL,MANUAL,333000
Maruti Celerio ZXI,2018,30438,PETROL,AUTOMATIC,503000
Honda City 1.5L,2015,82143,PETROL,MANUAL,581000
Hyundai Verna S,2020,71057,DIESEL,MANUAL,944999
Datsun Go A,2014,64074,PETROL,MANUAL,233000
Honda City 1.5L,2017,60356,PETROL,MANUAL,596000
Tata Tiago XZA,2019,13508,PETROL,AUTOMATIC,547000
Hyundai i20 MAGNA,2012,122055,DIESEL,MANUAL,302000
Maruti Dzire VXI,2022,23914,PETROL,MANUAL,737000
Maruti Wagon R,2013,18998,PETROL,MANUAL,408000
Skoda Rapid AMBITION,2018,72859,DIESEL,AUTOMATIC,693000
Maruti Baleno ALPHA,2016,32761,PETROL,MANUAL,559000
Maruti S PRESSO,2020,32188,PETROL,MANUAL,437000
Hyundai Grand i10,2016,69965,CNG,MANUAL,492000
Maruti Dzire VXI,2019,61837,PETROL,MANUAL,541000
Hyundai i10 MAGNA,2011,70441,PETROL,MANUAL,269000
Datsun Go T,2018,75254,PETROL,MANUAL,263000
Renault Kwid CLIMBER,2018,87072,PETROL,AUTOMATIC,374000
Volkswagen Polo TRENDLINE,2011,81681,PETROL,MANUAL,235000
Skoda Rapid STYLE,2018,19644,PETROL,AUTOMATIC,744000
Hyundai New Elantra,2016,74312,PETROL,MANUAL,661000
Renault Duster 85,2012,68328,DIESEL,MANUAL,350000
Tata ALTROZ XZ,2021,64833,PETROL,MANUAL,751000
Tata NEXON XZ,2019,44565,PETROL,MANUAL,810000
Maruti Swift ZXI,2018,54397,PETROL,AUTOMATIC,693000
Maruti Dzire VXI,2018,33415,PETROL,AUTOMATIC,650000
Maruti Celerio ZXI,2016,61998,PETROL,AUTOMATIC,478000
Honda Amaze 1.2L,2021,25709,PETROL,AUTOMATIC,816000
Renault Kwid RXL,2018,90684,PETROL,MANUAL,322000
Hyundai Elite i20,2016,55254,PETROL,MANUAL,699000
Maruti Ciaz ALPHA,2019,20729,PETROL,AUTOMATIC,764000
Tata Tiago XM,2017,72629,PETROL,MANUAL,432000
Tata NEXON XZA,2018,32714,PETROL,AUTOMATIC,839000
Tata Tiago XZ,2017,103178,PETROL,MANUAL,348000
Renault TRIBER RXT,2023,4758,PETROL,MANUAL,693000
Jeep Compass LIMITED,2019,92908,DIESEL,MANUAL,1534000
Honda Amaze 1.2L,2021,17153,PETROL,MANUAL,675000
Maruti Dzire VXI,2017,54659,PETROL,AUTOMATIC,533000
Volkswagen Vento HIGHLINE,2020,42650,PETROL,MANUAL,915000
Maruti Celerio ZXI,2018,67622,PETROL,MANUAL,362000
Honda City 1.5L,2011,87332,PETROL,MANUAL,319000
Maruti Swift ZDI,2019,43836,DIESEL,AUTOMATIC,636000
Renault TRIBER RXT,2019,46208,PETROL,MANUAL,618000
Hyundai Grand i10,2017,90718,PETROL,MANUAL,430000
Hyundai Elite i20,2016,57593,PETROL,MANUAL,627000
Hyundai VENUE SX,2019,97443,PETROL,AUTOMATIC,899000
Maruti Ciaz VXI,2016,50033,PETROL,MANUAL,581000
Ford Ecosport TITANIUM,2016,50785,PETROL,AUTOMATIC,719000
Hyundai VENUE SX,2022,22622,PETROL,MANUAL,1050000
Honda City 1.5L,2017,89640,PETROL,MANUAL,652000
Maruti Alto K10,2023,9048,PETROL,MANUAL,498000
Maruti Vitara Brezza,2020,22713,PETROL,MANUAL,823000
Nissan MAGNITE XV,2021,45851,PETROL,AUTOMATIC,933000
Maruti Baleno ZETA,2016,52965,PETROL,MANUAL,543000
Maruti A Star,2011,79392,PETROL,MANUAL,149000
Maruti Baleno ZETA,2018,37767,PETROL,MANUAL,526000
Tata TIGOR XZ,2022,23518,CNG,MANUAL,785000
Renault Kwid RXL,2021,7204,PETROL,MANUAL,404000
Maruti Swift Dzire,2013,75281,PETROL,MANUAL,426999
Hyundai VENUE SX,2019,49825,PETROL,MANUAL,902999
Maruti Wagon R,2018,39158,PETROL,AUTOMATIC,382000
Hyundai GRAND I10,2020,70045,PETROL,MANUAL,659000
Maruti Swift Dzire,2016,85863,PETROL,MANUAL,476000
Honda City 1.5L,2016,74374,PETROL,MANUAL,575000
Honda City 1.5L,2022,14591,PETROL,MANUAL,990000
Tata Tiago XZ,2016,70208,PETROL,MANUAL,394000
Volkswagen Polo COMFORTLINE,2016,92915,PETROL,MANUAL,492000
Nissan Micra XL,2017,69527,PETROL,AUTOMATIC,453000
Hyundai Creta EX,2022,14934,PETROL,MANUAL,1218000
Maruti Swift Dzire,2014,64092,CNG,MANUAL,355000
Maruti Ritz VXI,2011,82043,PETROL,MANUAL,296000
Hyundai GRAND I10,2023,9790,PETROL,MANUAL,645000
Datsun Redi Go,2019,51956,PETROL,MANUAL,280000
Hyundai Elite i20,2020,20994,PETROL,MANUAL,669000
KIA SELTOS GTX,2020,64844,PETROL,AUTOMATIC,1168000
Volkswagen Polo HIGHLINE1.2L,2016,52043,PETROL,MANUAL,512000
Maruti Alto LXI,2019,25480,PETROL,MANUAL,345000
Hyundai i20 Active,2015,33563,PETROL,MANUAL,654000
Maruti Baleno DELTA,2017,41066,PETROL,MANUAL,463000
Maruti Swift ZXI,2019,54592,PETROL,AUTOMATIC,650000
Maruti Swift LXI,2021,29541,PETROL,MANUAL,559000
Maruti Swift VXI,2012,39044,PETROL,MANUAL,391000
Maruti Ciaz SIGMA,2017,43925,PETROL,MANUAL,558000
Hyundai Santro Xing,2014,69029,PETROL,MANUAL,267000
Maruti Celerio VXI,2018,11942,PETROL,MANUAL,409999
Maruti Ertiga ZXI+,2017,63314,PETROL,MANUAL,718000
Hyundai Grand i10,2017,22688,PETROL,MANUAL,418000
Ford Ecosport TITANIUM,2016,106786,DIESEL,MANUAL,589000
Hyundai GRAND I10,2019,18462,PETROL,AUTOMATIC,711000
Renault TRIBER RXT,2020,61207,PETROL,MANUAL,577000
Hyundai Elite i20,2016,40292,PETROL,MANUAL,595000
Maruti Alto K10,2016,35123,PETROL,MANUAL,309000
Hyundai Creta SX,2017,96228,DIESEL,MANUAL,852999
MG HECTOR SHARP,2020,50365,PETROL,AUTOMATIC,1429000
Hyundai Creta E,2017,63688,PETROL,MANUAL,751000
Renault Duster RXZ,2021,11389,PETROL,MANUAL,902999
Mahindra XUV500 W11,2018,98855,DIESEL,AUTOMATIC,1487000
Maruti New Wagon-R,2020,32577,PETROL,MANUAL,511000
Maruti S PRESSO,2020,45373,CNG,MANUAL,480999
Hyundai NEW SANTRO,2018,78499,PETROL,MANUAL,394000
Maruti Wagon R,2015,91698,CNG,MANUAL,301000
